iso2,year,gender,age_group,cases
BG,2008,f,0-4,1.0
BG,2008,f,5-14,0.0
BG,2008,f,0-14,1.0
BG,2008,f,15-24,57.0
BG,2008,f,25-34,78.0
BG,2008,f,35-44,54.0
BG,2008,f,45-54,31.0
BG,2008,f,55-64,23.0
BG,2008,f,65+,44.0
BG,2008,f,unknown,0.0
BH,1995,m,0-14,0.0
BH,1995,m,15-24,0.0
BH,1995,m,25-34,1.0
BH,1995,m,35-44,2.0
BH,1995,m,45-54,3.0
BH,1995,m,55-64,1.0
BH,1995,m,65+,3.0
BH,1995,f,0-14,0.0
BH,1995,f,15-24,1.0
BH,1995,f,25-34,1.0
BH,1995,f,35-44,2.0
BH,1995,f,45-54,0.0
BH,1995,f,55-64,1.0
BH,1995,f,65+,1.0
BH,1996,m,0-14,0.0
BH,1996,m,15-24,8.0
BH,1996,m,25-34,25.0
BH,1996,m,35-44,24.0
BH,1996,m,45-54,16.0
BH,1996,m,55-64,7.0
BH,1996,m,65+,6.0
BH,1996,f,0-14,1.0
BH,1996,f,15-24,10.0
BH,1996,f,25-34,11.0
BH,1996,f,35-44,7.0
BH,1996,f,45-54,0.0
BH,1996,f,55-64,3.0
BH,1996,f,65+,3.0
BH,1997,m,0-14,1.0
BH,1997,m,15-24,11.0
BH,1997,m,25-34,32.0
BH,1997,m,35-44,19.0
BH,1997,m,45-54,10.0
BH,1997,m,55-64,4.0
BH,1997,m,65+,10.0
BH,1997,f,0-14,0.0
BH,1997,f,15-24,4.0
BH,1997,f,25-34,11.0
BH,1997,f,35-44,4.0
BH,1997,f,45-54,2.0
BH,1997,f,55-64,1.0
BH,1997,f,65+,1.0
BH,1998,m,0-14,0.0
BH,1998,m,15-24,3.0
BH,1998,m,25-34,40.0
BH,1998,m,35-44,36.0
BH,1998,m,45-54,20.0
BH,1998,m,55-64,13.0
BH,1998,m,65+,22.0
BH,1998,f,0-14,3.0
BH,1998,f,15-24,4.0
BH,1998,f,25-34,9.0
BH,1998,f,35-44,7.0
BH,1998,f,45-54,5.0
BH,1998,f,55-64,2.0
BH,1998,f,65+,6.0
BH,1999,m,0-14,0.0
BH,1999,m,15-24,12.0
BH,1999,m,25-34,19.0
BH,1999,m,35-44,14.0
BH,1999,m,45-54,13.0
BH,1999,m,55-64,5.0
BH,1999,m,65+,3.0
BH,1999,f,0-14,0.0
BH,1999,f,15-24,6.0
BH,1999,f,25-34,11.0
BH,1999,f,35-44,6.0
BH,1999,f,45-54,0.0
BH,1999,f,55-64,1.0
BH,1999,f,65+,3.0
BH,2000,m,0-14,0.0
BH,2000,m,15-24,0.0
BH,2000,m,25-34,3.0
BH,2000,m,35-44,2.0
BH,2000,m,45-54,5.0
BH,2000,m,55-64,3.0
BH,2000,m,65+,4.0
BH,2000,f,0-14,0.0
BH,2000,f,15-24,1.0
BH,2000,f,25-34,2.0
BH,2000,f,35-44,0.0
BH,2000,f,45-54,1.0
BH,2000,f,55-64,1.0
BH,2000,f,65+,1.0
BH,2001,m,0-14,0.0
BH,2001,m,15-24,1.0
BH,2001,m,25-34,2.0
BH,2001,m,35-44,2.0
BH,2001,m,45-54,6.0
BH,2001,m,55-64,1.0
BH,2001,m,65+,6.0
BH,2001,f,0-14,0.0
BH,2001,f,15-24,1.0
BH,2001,f,25-34,2.0
BH,2001,f,35-44,0.0
BH,2001,f,45-54,2.0
BH,2001,f,55-64,0.0
BH,2001,f,65+,0.0
BH,2002,m,0-14,0.0
BH,2002,m,15-24,1.0
BH,2002,m,25-34,1.0
BH,2002,m,35-44,2.0
BH,2002,m,45-54,2.0
BH,2002,m,55-64,1.0
BH,2002,m,65+,5.0
BH,2002,f,0-14,0.0
BH,2002,f,15-24,1.0
BH,2002,f,25-34,1.0
BH,2002,f,35-44,1.0
BH,2002,f,45-54,1.0
BH,2002,f,55-64,0.0
BH,2002,f,65+,1.0
BH,2003,m,0-14,0.0
BH,2003,m,15-24,2.0
BH,2003,m,25-34,2.0
BH,2003,m,35-44,1.0
BH,2003,m,45-54,1.0
BH,2003,m,55-64,3.0
BH,2003,m,65+,4.0
BH,2003,f,0-14,0.0
BH,2003,f,15-24,1.0
BH,2003,f,25-34,0.0
BH,2003,f,35-44,0.0
BH,2003,f,45-54,1.0
BH,2003,f,55-64,1.0
BH,2003,f,65+,0.0
BH,2004,m,0-14,0.0
BH,2004,m,15-24,0.0
BH,2004,m,25-34,0.0
BH,2004,m,35-44,2.0
BH,2004,m,45-54,2.0
BH,2004,m,55-64,0.0
BH,2004,m,65+,1.0
BH,2004,f,0-14,0.0
BH,2004,f,15-24,1.0
BH,2004,f,25-34,1.0
BH,2004,f,35-44,1.0
BH,2004,f,45-54,0.0
BH,2004,f,55-64,1.0
BH,2004,f,65+,2.0
BH,2005,m,0-14,0.0
BH,2005,m,15-24,0.0
BH,2005,m,25-34,0.0
BH,2005,m,35-44,2.0
BH,2005,m,45-54,3.0
BH,2005,m,55-64,0.0
BH,2005,m,65+,4.0
BH,2005,f,0-14,1.0
BH,2005,f,15-24,1.0
BH,2005,f,25-34,0.0
BH,2005,f,35-44,3.0
BH,2005,f,45-54,1.0
BH,2005,f,55-64,0.0
BH,2005,f,65+,0.0
BH,2006,m,0-14,0.0
BH,2006,m,15-24,10.0
BH,2006,m,25-34,25.0
BH,2006,m,35-44,11.0
BH,2006,m,45-54,18.0
BH,2006,m,55-64,1.0
BH,2006,m,65+,1.0
BH,2006,f,0-14,0.0
BH,2006,f,15-24,7.0
BH,2006,f,25-34,14.0
BH,2006,f,35-44,4.0
BH,2006,f,45-54,5.0
BH,2006,f,55-64,2.0
BH,2006,f,65+,0.0
BH,2007,m,0-14,0.0
BH,2007,m,15-24,8.0
BH,2007,m,25-34,26.0
BH,2007,m,35-44,15.0
BH,2007,m,45-54,8.0
BH,2007,m,55-64,4.0
BH,2007,m,65+,3.0
BH,2007,f,0-14,1.0
BH,2007,f,15-24,10.0
BH,2007,f,25-34,15.0
BH,2007,f,35-44,5.0
BH,2007,f,45-54,3.0
BH,2007,f,55-64,0.0
BH,2007,f,65+,1.0
BH,2008,m,0-4,0.0
BH,2008,m,5-14,0.0
BH,2008,m,0-14,0.0
BH,2008,m,15-24,17.0
BH,2008,m,25-34,48.0
BH,2008,m,35-44,27.0
BH,2008,m,45-54,8.0
BH,2008,m,55-64,2.0
BH,2008,m,65+,3.0
BH,2008,m,unknown,0.0
BH,2008,f,0-4,0.0
BH,2008,f,5-14,0.0
BH,2008,f,0-14,0.0
BH,2008,f,15-24,12.0
BH,2008,f,25-34,16.0
BH,2008,f,35-44,8.0
BH,2008,f,45-54,1.0
BH,2008,f,55-64,0.0
BH,2008,f,65+,0.0
BH,2008,f,unknown,0.0
BI,1995,m,0-14,5.0
BI,1995,m,15-24,128.0
BI,1995,m,25-34,238.0
BI,1995,m,35-44,224.0
BI,1995,m,45-54,73.0
BI,1995,m,55-64,32.0
BI,1995,m,65+,19.0
BI,1995,f,0-14,19.0
BI,1995,f,15-24,109.0
BI,1995,f,25-34,124.0
BI,1995,f,35-44,89.0
BI,1995,f,45-54,33.0
BI,1995,f,55-64,12.0
BI,1995,f,65+,4.0
BI,1996,m,0-14,16.0
BI,1996,m,15-24,217.0
BI,1996,m,25-34,283.0
BI,1996,m,35-44,274.0
BI,1996,m,45-54,116.0
BI,1996,m,55-64,41.0
BI,1996,m,65+,17.0
BI,1996,f,0-14,18.0
BI,1996,f,15-24,132.0
BI,1996,f,25-34,203.0
BI,1996,f,35-44,112.0
BI,1996,f,45-54,53.0
BI,1996,f,55-64,16.0
BI,1996,f,65+,7.0
BI,1997,m,0-14,21.0
BI,1997,m,15-24,208.0
BI,1997,m,25-34,446.0
BI,1997,m,35-44,431.0
BI,1997,m,45-54,198.0
BI,1997,m,55-64,79.0
BI,1997,m,65+,32.0
BI,1997,f,0-14,30.0
BI,1997,f,15-24,189.0
BI,1997,f,25-34,265.0
BI,1997,f,35-44,198.0
BI,1997,f,45-54,71.0
BI,1997,f,55-64,39.0
BI,1997,f,65+,19.0
BI,1998,m,0-14,45.0
BI,1998,m,15-24,301.0
BI,1998,m,25-34,527.0
BI,1998,m,35-44,530.0
BI,1998,m,45-54,319.0
BI,1998,m,55-64,102.0
BI,1998,m,65+,33.0
BI,1998,f,0-14,49.0
BI,1998,f,15-24,265.0
BI,1998,f,25-34,321.0
BI,1998,f,35-44,240.0
BI,1998,f,45-54,126.0
BI,1998,f,55-64,47.0
BI,1998,f,65+,16.0
BI,1999,m,0-14,64.0
BI,1999,m,15-24,349.0
BI,1999,m,25-34,566.0
BI,1999,m,35-44,492.0
BI,1999,m,45-54,281.0
BI,1999,m,55-64,102.0
BI,1999,m,65+,57.0
BI,1999,f,0-14,66.0
BI,1999,f,15-24,291.0
BI,1999,f,25-34,253.0
BI,1999,f,35-44,236.0
BI,1999,f,45-54,109.0
BI,1999,f,55-64,30.0
BI,1999,f,65+,28.0
BI,2001,m,0-14,34.0
BI,2001,m,15-24,344.0
BI,2001,m,25-34,559.0
BI,2001,m,35-44,469.0
BI,2001,m,45-54,238.0
BI,2001,m,55-64,75.0
BI,2001,m,65+,39.0
BI,2001,f,0-14,81.0
BI,2001,f,15-24,369.0
BI,2001,f,25-34,364.0
BI,2001,f,35-44,337.0
BI,2001,f,45-54,86.0
BI,2001,f,55-64,30.0
BI,2001,f,65+,15.0
BI,2002,m,0-14,16.0
BI,2002,m,15-24,310.0
BI,2002,m,25-34,470.0
BI,2002,m,35-44,520.0
BI,2002,m,45-54,270.0
BI,2002,m,55-64,97.0
BI,2002,m,65+,52.0
BI,2002,f,0-14,48.0
BI,2002,f,15-24,243.0
BI,2002,f,25-34,242.0
BI,2002,f,35-44,324.0
BI,2002,f,45-54,152.0
BI,2002,f,55-64,24.0
BI,2002,f,65+,23.0
BI,2003,m,0-14,32.0
BI,2003,m,15-24,348.0
BI,2003,m,25-34,572.0
BI,2003,m,35-44,488.0
BI,2003,m,45-54,260.0
BI,2003,m,55-64,106.0
BI,2003,m,65+,35.0
BI,2003,f,0-14,75.0
BI,2003,f,15-24,308.0
BI,2003,f,25-34,361.0
BI,2003,f,35-44,276.0
BI,2003,f,45-54,119.0
BI,2003,f,55-64,27.0
BI,2003,f,65+,10.0
BI,2004,m,0-14,24.0
BI,2004,m,15-24,352.0
BI,2004,m,25-34,674.0
BI,2004,m,35-44,468.0
BI,2004,m,45-54,292.0
BI,2004,m,55-64,78.0
BI,2004,m,65+,48.0
BI,2004,f,0-14,51.0
BI,2004,f,15-24,325.0
BI,2004,f,25-34,370.0
BI,2004,f,35-44,232.0
BI,2004,f,45-54,114.0
BI,2004,f,55-64,40.0
BI,2004,f,65+,19.0
BI,2005,m,0-14,34.0
BI,2005,m,15-24,352.0
BI,2005,m,25-34,591.0
BI,2005,m,35-44,525.0
BI,2005,m,45-54,372.0
BI,2005,m,55-64,111.0
BI,2005,m,65+,55.0
BI,2005,f,0-14,46.0
BI,2005,f,15-24,298.0
BI,2005,f,25-34,399.0
BI,2005,f,35-44,288.0
BI,2005,f,45-54,122.0
BI,2005,f,55-64,36.0
BI,2005,f,65+,33.0
BI,2006,m,0-14,30.0
BI,2006,m,15-24,347.0
BI,2006,m,25-34,600.0
BI,2006,m,35-44,488.0
BI,2006,m,45-54,320.0
BI,2006,m,55-64,114.0
BI,2006,m,65+,64.0
BI,2006,f,0-14,41.0
BI,2006,f,15-24,296.0
BI,2006,f,25-34,367.0
BI,2006,f,35-44,242.0
BI,2006,f,45-54,140.0
BI,2006,f,55-64,56.0
BI,2006,f,65+,14.0
BI,2007,m,0-4,0.0
BI,2007,m,5-14,0.0
BI,2007,m,0-14,26.0
BI,2007,m,15-24,425.0
BI,2007,m,25-34,637.0
BI,2007,m,35-44,542.0
BI,2007,m,45-54,372.0
BI,2007,m,55-64,177.0
BI,2007,m,65+,88.0
BI,2007,f,0-4,0.0
BI,2007,f,5-14,0.0
BI,2007,f,0-14,55.0
BI,2007,f,15-24,360.0
BI,2007,f,25-34,392.0
BI,2007,f,35-44,276.0
BI,2007,f,45-54,140.0
BI,2007,f,55-64,67.0
BI,2007,f,65+,38.0
BI,2008,m,0-14,30.0
BI,2008,m,15-24,430.0
BI,2008,m,25-34,684.0
BI,2008,m,35-44,526.0
BI,2008,m,45-54,459.0
BI,2008,m,55-64,175.0
BI,2008,m,65+,80.0
BI,2008,f,0-14,38.0
BI,2008,f,15-24,335.0
BI,2008,f,25-34,340.0
BI,2008,f,35-44,264.0
BI,2008,f,45-54,139.0
BI,2008,f,55-64,72.0
BI,2008,f,65+,38.0
BJ,1995,m,0-14,14.0
BJ,1995,m,15-24,186.0
BJ,1995,m,25-34,352.0
BJ,1995,m,35-44,306.0
BJ,1995,m,45-54,176.0
BJ,1995,m,55-64,101.0
BJ,1995,m,65+,92.0
BJ,1995,f,0-14,26.0
BJ,1995,f,15-24,148.0
BJ,1995,f,25-34,197.0
BJ,1995,f,35-44,118.0
BJ,1995,f,45-54,69.0
BJ,1995,f,55-64,32.0
BJ,1995,f,65+,22.0
BJ,1996,m,0-14,17.0
BJ,1996,m,15-24,215.0
BJ,1996,m,25-34,348.0
BJ,1996,m,35-44,277.0
BJ,1996,m,45-54,166.0
BJ,1996,m,55-64,102.0
BJ,1996,m,65+,77.0
BJ,1996,f,0-14,34.0
BJ,1996,f,15-24,169.0
BJ,1996,f,25-34,218.0
BJ,1996,f,35-44,136.0
BJ,1996,f,45-54,46.0
BJ,1996,f,55-64,42.0
BJ,1996,f,65+,21.0
BJ,1997,m,0-14,20.0
BJ,1997,m,15-24,215.0
BJ,1997,m,25-34,376.0
BJ,1997,m,35-44,306.0
BJ,1997,m,45-54,180.0
BJ,1997,m,55-64,76.0
BJ,1997,m,65+,107.0
BJ,1997,f,0-14,26.0
BJ,1997,f,15-24,169.0
BJ,1997,f,25-34,226.0
BJ,1997,f,35-44,124.0
BJ,1997,f,45-54,64.0
BJ,1997,f,55-64,21.0
BJ,1997,f,65+,26.0
BJ,1998,m,0-14,20.0
BJ,1998,m,15-24,233.0
BJ,1998,m,25-34,367.0
BJ,1998,m,35-44,251.0
BJ,1998,m,45-54,205.0
BJ,1998,m,55-64,113.0
BJ,1998,m,65+,71.0
BJ,1998,f,0-14,15.0
BJ,1998,f,15-24,189.0
BJ,1998,f,25-34,242.0
BJ,1998,f,35-44,159.0
BJ,1998,f,45-54,65.0
BJ,1998,f,55-64,39.0
BJ,1998,f,65+,19.0
BJ,1999,m,0-14,14.0
BJ,1999,m,15-24,250.0
BJ,1999,m,25-34,444.0
BJ,1999,m,35-44,293.0
BJ,1999,m,45-54,207.0
BJ,1999,m,55-64,124.0
BJ,1999,m,65+,85.0
BJ,1999,f,0-14,28.0
BJ,1999,f,15-24,207.0
BJ,1999,f,25-34,254.0
BJ,1999,f,35-44,153.0
BJ,1999,f,45-54,74.0
BJ,1999,f,55-64,39.0
BJ,1999,f,65+,30.0
BJ,2000,m,0-14,19.0
BJ,2000,m,15-24,277.0
BJ,2000,m,25-34,428.0
BJ,2000,m,35-44,327.0
BJ,2000,m,45-54,213.0
BJ,2000,m,55-64,103.0
BJ,2000,m,65+,74.0
BJ,2000,f,0-14,36.0
BJ,2000,f,15-24,239.0
BJ,2000,f,25-34,275.0
BJ,2000,f,35-44,149.0
BJ,2000,f,45-54,76.0
BJ,2000,f,55-64,45.0
BJ,2000,f,65+,25.0
BJ,2002,m,0-14,16.0
BJ,2002,m,15-24,248.0
BJ,2002,m,25-34,489.0
BJ,2002,m,35-44,304.0
BJ,2002,m,45-54,231.0
BJ,2002,m,55-64,125.0
BJ,2002,m,65+,94.0
BJ,2002,f,0-14,35.0
BJ,2002,f,15-24,255.0
BJ,2002,f,25-34,298.0
BJ,2002,f,35-44,159.0
BJ,2002,f,45-54,86.0
BJ,2002,f,55-64,47.0
BJ,2002,f,65+,24.0
BJ,2003,m,0-14,20.0
BJ,2003,m,15-24,266.0
BJ,2003,m,25-34,504.0
BJ,2003,m,35-44,370.0
BJ,2003,m,45-54,188.0
BJ,2003,m,55-64,117.0
BJ,2003,m,65+,92.0
BJ,2003,f,0-14,32.0
BJ,2003,f,15-24,226.0
BJ,2003,f,25-34,304.0
BJ,2003,f,35-44,150.0
BJ,2003,f,45-54,93.0
BJ,2003,f,55-64,47.0
BJ,2003,f,65+,25.0
BJ,2004,m,0-14,16.0
BJ,2004,m,15-24,308.0
BJ,2004,m,25-34,529.0
BJ,2004,m,35-44,344.0
BJ,2004,m,45-54,229.0
BJ,2004,m,55-64,125.0
BJ,2004,m,65+,82.0
BJ,2004,f,0-14,43.0
BJ,2004,f,15-24,263.0
BJ,2004,f,25-34,354.0
BJ,2004,f,35-44,147.0
BJ,2004,f,45-54,73.0
BJ,2004,f,55-64,45.0
BJ,2004,f,65+,24.0
BJ,2005,m,0-14,21.0
BJ,2005,m,15-24,306.0
BJ,2005,m,25-34,595.0
BJ,2005,m,35-44,396.0
BJ,2005,m,45-54,270.0
BJ,2005,m,55-64,135.0
BJ,2005,m,65+,87.0
BJ,2005,f,0-14,25.0
BJ,2005,f,15-24,249.0
BJ,2005,f,25-34,331.0
BJ,2005,f,35-44,145.0
BJ,2005,f,45-54,89.0
BJ,2005,f,55-64,51.0
BJ,2005,f,65+,39.0
BJ,2006,m,0-14,18.0
BJ,2006,m,15-24,298.0
BJ,2006,m,25-34,624.0
BJ,2006,m,35-44,465.0
BJ,2006,m,45-54,247.0
BJ,2006,m,55-64,124.0
BJ,2006,m,65+,106.0
BJ,2006,f,0-14,32.0
BJ,2006,f,15-24,310.0
BJ,2006,f,25-34,371.0
BJ,2006,f,35-44,158.0
BJ,2006,f,45-54,111.0
BJ,2006,f,55-64,38.0
BJ,2006,f,65+,41.0
BJ,2008,m,0-14,20.0
BJ,2008,m,15-24,333.0
BJ,2008,m,25-34,604.0
BJ,2008,m,35-44,439.0
BJ,2008,m,45-54,284.0
BJ,2008,m,55-64,163.0
BJ,2008,m,65+,100.0
BJ,2008,m,unknown,0.0
BJ,2008,f,0-14,38.0
BJ,2008,f,15-24,245.0
BJ,2008,f,25-34,386.0
BJ,2008,f,35-44,173.0
BJ,2008,f,45-54,99.0
BJ,2008,f,55-64,52.0
BJ,2008,f,65+,30.0
BJ,2008,f,unknown,0.0
BM,2004,m,0-14,0.0
BM,2004,m,15-24,0.0
BM,2004,m,25-34,0.0
BM,2004,m,35-44,0.0
BM,2004,m,45-54,0.0
BM,2004,m,55-64,0.0
BM,2004,m,65+,0.0
BM,2004,f,0-14,0.0
BM,2004,f,15-24,0.0
BM,2004,f,25-34,0.0
BM,2004,f,35-44,0.0
BM,2004,f,45-54,0.0
BM,2004,f,55-64,0.0
BM,2004,f,65+,0.0
BM,2006,m,35-44,1.0
BM,2006,f,45-54,1.0
BN,1999,m,0-14,0.0
BN,1999,m,15-24,16.0
BN,1999,m,25-34,42.0
BN,1999,m,35-44,30.0
BN,1999,m,45-54,11.0
BN,1999,m,55-64,25.0
BN,1999,m,65+,31.0
BN,1999,f,0-14,1.0
BN,1999,f,15-24,16.0
BN,1999,f,25-34,36.0
BN,1999,f,35-44,16.0
BN,1999,f,45-54,16.0
BN,1999,f,55-64,13.0
BN,1999,f,65+,14.0
BN,2000,m,0-14,0.0
BN,2000,m,15-24,6.0
BN,2000,m,25-34,4.0
BN,2000,m,35-44,15.0
BN,2000,m,45-54,5.0
BN,2000,m,55-64,7.0
BN,2000,m,65+,15.0
BN,2000,f,0-14,0.0
BN,2000,f,15-24,4.0
BN,2000,f,25-34,6.0
BN,2000,f,35-44,9.0
BN,2000,f,45-54,6.0
BN,2000,f,55-64,3.0
BN,2000,f,65+,4.0
BN,2002,m,0-14,2.0
BN,2002,m,15-24,15.0
BN,2002,m,25-34,15.0
BN,2002,m,35-44,7.0
BN,2002,m,45-54,6.0
BN,2002,m,55-64,8.0
BN,2002,m,65+,14.0
BN,2002,f,0-14,0.0
BN,2002,f,15-24,11.0
BN,2002,f,25-34,9.0
BN,2002,f,35-44,8.0
BN,2002,f,45-54,5.0
BN,2002,f,55-64,5.0
BN,2002,f,65+,7.0
BN,2003,m,0-14,0.0
BN,2003,m,15-24,5.0
BN,2003,m,25-34,25.0
BN,2003,m,35-44,17.0
BN,2003,m,45-54,8.0
BN,2003,m,55-64,8.0
BN,2003,m,65+,9.0
BN,2003,f,0-14,0.0
BN,2003,f,15-24,9.0
BN,2003,f,25-34,14.0
BN,2003,f,35-44,11.0
BN,2003,f,45-54,4.0
BN,2003,f,55-64,5.0
BN,2003,f,65+,6.0
BN,2004,m,0-14,0.0
BN,2004,m,15-24,10.0
BN,2004,m,25-34,13.0
BN,2004,m,35-44,12.0
BN,2004,m,45-54,16.0
BN,2004,m,55-64,11.0
BN,2004,m,65+,10.0
BN,2004,f,0-14,0.0
BN,2004,f,15-24,6.0
BN,2004,f,25-34,11.0
BN,2004,f,35-44,12.0
BN,2004,f,45-54,8.0
BN,2004,f,55-64,2.0
BN,2004,f,65+,4.0
BN,2005,m,0-14,0.0
BN,2005,m,15-24,9.0
BN,2005,m,25-34,19.0
BN,2005,m,35-44,19.0
BN,2005,m,45-54,12.0
BN,2005,m,55-64,9.0
BN,2005,m,65+,0.0
BN,2005,f,0-14,0.0
BN,2005,f,15-24,9.0
BN,2005,f,25-34,11.0
BN,2005,f,35-44,8.0
BN,2005,f,45-54,3.0
BN,2005,f,55-64,2.0
BN,2005,f,65+,0.0
BN,2006,m,0-14,2.0
BN,2006,m,15-24,10.0
BN,2006,m,25-34,11.0
BN,2006,m,35-44,12.0
BN,2006,m,45-54,13.0
BN,2006,m,55-64,10.0
BN,2006,m,65+,11.0
BN,2006,f,0-14,1.0
BN,2006,f,15-24,5.0
BN,2006,f,25-34,11.0
BN,2006,f,35-44,8.0
BN,2006,f,45-54,11.0
BN,2006,f,55-64,4.0
BN,2006,f,65+,9.0
BN,2007,m,0-4,0.0
BN,2007,m,5-14,0.0
BN,2007,m,0-14,0.0
BN,2007,m,15-24,5.0
BN,2007,m,25-34,10.0
BN,2007,m,35-44,15.0
BN,2007,m,45-54,21.0
BN,2007,m,55-64,10.0
BN,2007,m,65+,17.0
BN,2007,f,0-4,0.0
BN,2007,f,5-14,2.0
BN,2007,f,0-14,0.0
BN,2007,f,15-24,6.0
BN,2007,f,25-34,6.0
BN,2007,f,35-44,12.0
BN,2007,f,45-54,15.0
BN,2007,f,55-64,9.0
BN,2007,f,65+,2.0
BN,2008,m,0-4,0.0
BN,2008,m,5-14,0.0
BN,2008,m,0-14,0.0
BN,2008,m,15-24,10.0
BN,2008,m,25-34,10.0
BN,2008,m,35-44,12.0
BN,2008,m,45-54,21.0
BN,2008,m,55-64,6.0
BN,2008,m,65+,23.0
BN,2008,m,unknown,0.0
BN,2008,f,0-4,0.0
BN,2008,f,5-14,1.0
BN,2008,f,0-14,1.0
BN,2008,f,15-24,6.0
BN,2008,f,25-34,11.0
BN,2008,f,35-44,8.0
BN,2008,f,45-54,7.0
BN,2008,f,55-64,7.0
BN,2008,f,65+,10.0
BN,2008,f,unknown,0.0
BO,1996,m,0-14,178.0
BO,1996,m,15-24,1359.0
BO,1996,m,25-34,887.0
BO,1996,m,35-44,636.0
BO,1996,m,45-54,525.0
BO,1996,m,55-64,321.0
BO,1996,m,65+,324.0
BO,1996,f,0-14,172.0
BO,1996,f,15-24,841.0
BO,1996,f,25-34,676.0
BO,1996,f,35-44,422.0
BO,1996,f,45-54,244.0
BO,1996,f,55-64,189.0
BO,1996,f,65+,175.0
BO,1997,m,0-14,150.0
BO,1997,m,15-24,1214.0
BO,1997,m,25-34,792.0
BO,1997,m,35-44,579.0
BO,1997,m,45-54,485.0
BO,1997,m,55-64,334.0
BO,1997,m,65+,318.0
BO,1997,f,0-14,202.0
BO,1997,f,15-24,792.0
BO,1997,f,25-34,548.0
BO,1997,f,35-44,380.0
BO,1997,f,45-54,285.0
BO,1997,f,55-64,192.0
BO,1997,f,65+,187.0
BO,1998,m,0-14,167.0
BO,1998,m,15-24,1254.0
BO,1998,m,25-34,885.0
BO,1998,m,35-44,579.0
BO,1998,m,45-54,488.0
BO,1998,m,55-64,364.0
BO,1998,m,65+,353.0
BO,1998,f,0-14,202.0
BO,1998,f,15-24,777.0
BO,1998,f,25-34,587.0
BO,1998,f,35-44,274.0
BO,1998,f,45-54,264.0
BO,1998,f,55-64,157.0
BO,1998,f,65+,230.0
BO,1999,m,0-14,222.0
BO,1999,m,15-24,1182.0
BO,1999,m,25-34,862.0
BO,1999,m,35-44,527.0
BO,1999,m,45-54,482.0
BO,1999,m,55-64,379.0
BO,1999,m,65+,400.0
BO,1999,f,0-14,225.0
BO,1999,f,15-24,798.0
BO,1999,f,25-34,554.0
BO,1999,f,35-44,352.0
BO,1999,f,45-54,263.0
BO,1999,f,55-64,205.0
BO,1999,f,65+,222.0
BO,2000,m,0-14,166.0
BO,2000,m,15-24,1182.0
BO,2000,m,25-34,797.0
BO,2000,m,35-44,518.0
BO,2000,m,45-54,466.0
BO,2000,m,55-64,340.0
BO,2000,m,65+,366.0
BO,2000,f,0-14,191.0
BO,2000,f,15-24,831.0
BO,2000,f,25-34,588.0
BO,2000,f,35-44,334.0
BO,2000,f,45-54,254.0
BO,2000,f,55-64,192.0
BO,2000,f,65+,233.0
BO,2001,m,0-14,165.0
BO,2001,m,15-24,1235.0
BO,2001,m,25-34,761.0
BO,2001,m,35-44,483.0
BO,2001,m,45-54,489.0
BO,2001,m,55-64,359.0
BO,2001,m,65+,355.0
BO,2001,f,0-14,241.0
BO,2001,f,15-24,915.0
BO,2001,f,25-34,664.0
BO,2001,f,35-44,302.0
BO,2001,f,45-54,226.0
BO,2001,f,55-64,194.0
BO,2001,f,65+,283.0
BO,2002,m,0-14,231.0
BO,2002,m,15-24,1235.0
BO,2002,m,25-34,787.0
BO,2002,m,35-44,492.0
BO,2002,m,45-54,417.0
BO,2002,m,55-64,356.0
BO,2002,m,65+,386.0
BO,2002,f,0-14,281.0
BO,2002,f,15-24,938.0
BO,2002,f,25-34,630.0
BO,2002,f,35-44,358.0
BO,2002,f,45-54,238.0
BO,2002,f,55-64,185.0
BO,2002,f,65+,295.0
BO,2003,m,0-14,156.0
BO,2003,m,15-24,1164.0
BO,2003,m,25-34,742.0
BO,2003,m,35-44,501.0
BO,2003,m,45-54,438.0
BO,2003,m,55-64,336.0
BO,2003,m,65+,442.0
BO,2003,f,0-14,167.0
BO,2003,f,15-24,811.0
BO,2003,f,25-34,549.0
BO,2003,f,35-44,313.0
BO,2003,f,45-54,224.0
BO,2003,f,55-64,196.0
BO,2003,f,65+,305.0
BO,2004,m,0-14,161.0
BO,2004,m,15-24,1205.0
BO,2004,m,25-34,750.0
BO,2004,m,35-44,505.0
BO,2004,m,45-54,431.0
BO,2004,m,55-64,319.0
BO,2004,m,65+,399.0
BO,2004,f,0-14,151.0
BO,2004,f,15-24,793.0
BO,2004,f,25-34,555.0
BO,2004,f,35-44,272.0
BO,2004,f,45-54,205.0
BO,2004,f,55-64,186.0
BO,2004,f,65+,281.0
BO,2005,m,0-14,157.0
BO,2005,m,15-24,1320.0
BO,2005,m,25-34,725.0
BO,2005,m,35-44,439.0
BO,2005,m,45-54,391.0
BO,2005,m,55-64,346.0
BO,2005,m,65+,415.0
BO,2005,f,0-14,160.0
BO,2005,f,15-24,846.0
BO,2005,f,25-34,533.0
BO,2005,f,35-44,276.0
BO,2005,f,45-54,226.0
BO,2005,f,55-64,182.0
BO,2005,f,65+,262.0
BO,2006,m,0-14,127.0
BO,2006,m,15-24,1147.0
BO,2006,m,25-34,699.0
BO,2006,m,35-44,471.0
BO,2006,m,45-54,390.0
BO,2006,m,55-64,333.0
BO,2006,m,65+,398.0
BO,2006,f,0-14,179.0
BO,2006,f,15-24,764.0
BO,2006,f,25-34,461.0
